customer_id,session_id,session_date,month,quarter,is_weekend,device_type,traffic_source,city_tier,gender,age,product_category,visited_site,added_to_cart,reached_checkout,entered_payment_details,purchase_completed,funnel_drop_stage,num_items_in_cart,cart_value_inr,time_on_site_min,page_views,page_load_time_sec,is_returning_customer,previous_purchases,payment_method,discount_applied,coupon_code,payment_failed,email_reminder_sent,recovered_after_reminder,day_name
CUST_94356,SESS_00491,2023-12-03,12,Q4,1,Desktop,Organic,Tier 1,Female,33.0,Electronics,1,1,0,0,0,Cart_Dropped,7.0,258.32,7.4,7.0,4.66,1,16.0,credit_card,1,SAVE10,,0,No,Sunday
CUST_34701,SESS_00318,2023-08-10,8,Q3,0,Desktop,Organic,Tier 2,Male,33.0,Home & Kitchen,1,1,0,0,0,Cart_Dropped,4.0,10000.0,13.5,7.0,8.2,1,13.0,upi,0,,,0,No,Thursday
CUST_61208,SESS_00917,2024-11-03,11,Q4,1,Desktop,Organic,Tier 2,Male,31.0,Fashion,1,0,0,0,0,Browsed_Only,5.0,82.67,3.1,5.0,5.07,0,0.0,net_banking,0,,,0,No,Sunday
CUST_40124,SESS_00636,2024-03-15,3,Q1,0,Desktop,Social,Tier 2,Female,36.0,Fashion,1,0,0,0,0,Browsed_Only,5.0,23.16,7.0,14.0,3.01,0,8.0,upi,1,WELCOME,,0,No,Friday
CUST_80343,SESS_00626,2024-03-08,3,Q1,0,Mobile,Referral,Tier 2,Other,31.0,Fashion,1,1,1,1,1,Completed_Purchase,6.0,32.86,4.8,13.0,2.64,1,2.0,credit_card,0,,0,0,No,Friday
CUST_38366,SESS_00971,2024-12-10,12,Q4,0,Tablet,Email,Tier 2,Female,38.0,Books,1,1,1,0,0,Checkout_Dropped,2.0,57.67,6.0,12.0,1.93,1,10.0,upi,0,,,1,No,Tuesday
CUST_42555,SESS_00211,2023-06-02,6,Q2,0,Desktop,Organic,Tier 2,Female,25.0,Fashion,1,0,0,0,0,Browsed_Only,7.0,116.4,13.3,4.0,5.75,0,12.0,upi,0,,,0,No,Friday
CUST_75858,SESS_00718,2024-05-29,5,Q2,0,Mobile,Organic,Tier 2,Female,41.0,Electronics,1,1,1,0,0,Checkout_Dropped,1.0,21.81,5.5,12.0,2.64,0,1.0,debit_card,1,WELCOME,,0,No,Wednesday
CUST_25798,SESS_00314,2023-08-05,8,Q3,1,Desktop,Organic,Tier 2,Female,24.0,Fashion,1,1,0,0,0,Cart_Dropped,1.0,49.61,9.4,12.0,1.22,1,17.0,upi,1,,,1,No,Saturday
CUST_22205,SESS_00848,2024-09-11,9,Q3,0,Mobile,Organic,Tier 2,Female,53.0,Sports,1,1,0,0,0,Cart_Dropped,3.0,38.2,17.3,18.0,1.09,1,10.0,upi,1,DIWALI30,,1,No,Wednesday
CUST_51489,SESS_00633,2024-03-11,3,Q1,0,Desktop,Email,Tier 3,Male,34.0,Fashion,1,1,1,0,0,Checkout_Dropped,3.0,12.79,11.7,5.0,0.74,1,4.0,net_banking,1,DIWALI30,,1,No,Monday
CUST_30167,SESS_00236,2023-06-19,6,Q2,0,Desktop,Direct,Tier 2,Female,36.0,Sports,1,0,0,0,0,Browsed_Only,6.0,85.75,6.8,10.0,2.04,1,15.0,net_banking,0,,,0,No,Monday
CUST_56391,SESS_00690,2024-05-02,5,Q2,0,Mobile,Paid_Ad,Tier 2,Male,15.0,Electronics,1,1,0,0,0,Cart_Dropped,4.0,14.66,5.4,2.0,3.54,1,9.0,net_banking,0,,,1,Yes,Thursday
CUST_91249,SESS_00417,2023-10-10,10,Q4,0,Desktop,Organic,Tier 2,Male,39.0,Beauty,1,0,0,0,0,Browsed_Only,2.0,163.98,9.6,9.0,7.08,1,11.0,credit_card,0,,,0,No,Tuesday
CUST_61437,SESS_00151,2023-04-20,4,Q2,0,Desktop,Paid_Ad,Tier 2,Male,34.0,Beauty,1,0,0,0,0,Browsed_Only,3.0,314.24,7.6,13.0,2.15,0,3.0,wallet,1,SUMMER15,,0,No,Thursday
CUST_22909,SESS_00986,2024-12-19,12,Q4,0,Mobile,Organic,Tier 2,Female,34.0,Sports,1,0,0,0,0,Browsed_Only,3.0,367.27,18.9,12.0,2.21,0,0.0,upi,0,,,0,No,Thursday
CUST_69226,SESS_00413,2023-10-07,10,Q4,1,Tablet,Referral,Tier 1,Female,25.0,Fashion,1,0,0,0,0,Browsed_Only,1.0,96.66,1.7,4.0,6.43,1,8.0,cash_on_delivery,0,,,0,No,Saturday
CUST_98709,SESS_00337,2023-08-22,8,Q3,0,Mobile,Email,Tier 1,Female,38.0,Home & Kitchen,1,1,1,1,1,Completed_Purchase,7.0,134.01,5.0,4.0,0.72,1,0.0,credit_card,0,,0,0,No,Tuesday
CUST_38699,SESS_00758,2024-06-28,6,Q2,0,Mobile,Organic,Tier 2,Female,27.0,Fashion,1,0,0,0,0,Browsed_Only,4.0,27.87,6.9,3.0,2.64,1,8.0,credit_card,1,,,0,No,Friday
CUST_20239,SESS_00380,2023-09-18,9,Q3,0,Mobile,Organic,Tier 3,Male,33.0,Electronics,1,0,0,0,0,Browsed_Only,7.0,57.44,17.6,17.0,5.67,0,0.0,credit_card,0,,,0,No,Monday
CUST_47486,SESS_00171,2023-05-09,5,Q2,0,Desktop,Paid_Ad,Tier 2,Female,34.0,Fashion,1,0,0,0,0,Browsed_Only,4.0,190.52,4.1,10.0,0.47,0,9.0,cash_on_delivery,0,,,0,No,Tuesday
CUST_60646,SESS_00892,2024-10-11,10,Q4,0,Mobile,Organic,Tier 2,Male,49.0,Toys,1,1,1,1,0,Payment_Dropped,1.0,113.27,10.5,2.0,2.64,1,3.0,credit_card,0,,0,1,No,Friday
CUST_29620,SESS_00910,2024-10-26,10,Q4,1,Tablet,Direct,Tier 2,Male,27.0,Electronics,1,1,0,0,0,Cart_Dropped,2.0,104.03,4.8,17.0,0.98,1,5.0,credit_card,0,,,1,Yes,Saturday
CUST_80749,SESS_00442,2023-10-30,10,Q4,0,Desktop,Direct,Tier 3,Female,29.0,Sports,1,0,0,0,0,Browsed_Only,6.0,76.07,7.0,18.0,5.02,0,0.0,credit_card,0,,,0,No,Monday
CUST_63483,SESS_00900,2024-10-18,10,Q4,0,Tablet,Paid_Ad,Tier 1,Female,28.0,Books,1,1,1,1,1,Completed_Purchase,2.0,198.12,25.0,11.0,7.31,0,0.0,credit_card,0,,0,0,No,Friday
CUST_73964,SESS_00425,2023-10-21,10,Q4,1,Desktop,Paid_Ad,Tier 2,Male,0.0,Fashion,1,1,0,0,0,Cart_Dropped,2.0,70.87,9.6,11.0,2.42,1,13.0,credit_card,0,,,1,No,Saturday
CUST_45544,SESS_00842,2024-09-08,9,Q3,1,Tablet,Paid_Ad,Tier 3,Male,32.0,Sports,1,1,1,0,0,Checkout_Dropped,1.0,24.95,27.7,18.0,2.88,1,10.0,credit_card,0,,,1,No,Sunday
CUST_57971,SESS_00463,2023-11-11,11,Q4,1,Tablet,Paid_Ad,Tier 2,Other,52.0,Fashion,1,1,1,1,1,Completed_Purchase,5.0,12.46,8.2,9.0,1.94,1,16.0,upi,1,DIWALI30,0,0,No,Saturday
CUST_78184,SESS_00677,2024-04-16,4,Q2,0,Mobile,Paid_Ad,Tier 1,Male,33.0,Fashion,1,0,0,0,0,Browsed_Only,3.0,52.78,2.8,2.0,9.26,1,9.0,credit_card,0,,,0,No,Tuesday
CUST_92989,SESS_00938,2024-11-14,11,Q4,0,Mobile,Social,Tier 2,Female,33.0,Home & Kitchen,1,0,0,0,0,Browsed_Only,1.0,20.74,16.4,7.0,2.98,1,13.0,credit_card,1,,,0,No,Thursday
CUST_22541,SESS_00188,2023-09-14,9,Q2,0,Tablet,Direct,Tier 1,Female,34.0,Home & Kitchen,1,1,1,1,0,Payment_Dropped,6.0,51.53,5.6,16.0,6.64,1,3.0,upi,0,,0,0,No,Thursday
CUST_80561,SESS_00265,2023-07-03,7,Q3,0,Mobile,Organic,Tier 1,Male,18.0,Electronics,1,1,1,1,1,Completed_Purchase,4.0,133.83,19.2,18.0,2.64,0,0.0,net_banking,0,SAVE10,0,0,No,Monday
CUST_70170,SESS_00408,2023-10-03,10,Q4,0,Desktop,Email,Tier 3,Male,3.0,Home & Kitchen,1,0,0,0,0,Browsed_Only,2.0,187.29,13.2,5.0,3.89,1,14.0,credit_card,0,,,0,No,Tuesday
CUST_57356,SESS_00025,2023-01-18,1,Q1,0,Desktop,Paid_Ad,Tier 2,Male,39.0,Home & Kitchen,1,1,1,1,1,Completed_Purchase,1.0,107.81,9.1,1.0,2.71,0,16.0,nan,0,,0,0,No,Wednesday
CUST_88314,SESS_00975,2024-12-12,12,Q4,0,Desktop,Organic,Tier 1,Male,13.0,Toys,1,1,1,0,0,Checkout_Dropped,6.0,29.28,2.5,16.0,0.73,0,0.0,net_banking,0,,,1,No,Thursday
CUST_47904,SESS_00678,2024-04-17,4,Q2,0,Desktop,Referral,Tier 2,Male,30.0,Fashion,1,0,0,0,0,Browsed_Only,4.0,134.49,12.3,8.0,0.97,1,6.0,upi,1,FLASH50,,0,No,Wednesday
CUST_36198,SESS_00216,2023-06-05,6,Q2,0,Desktop,Organic,Tier 3,Female,15.0,Beauty,1,0,0,0,0,Browsed_Only,6.0,160.18,4.6,10.0,2.84,1,15.0,net_banking,1,SAVE10,,0,No,Monday
CUST_80006,SESS_00448,2023-11-01,11,Q4,0,Mobile,Paid_Ad,Tier 2,Male,14.0,Beauty,1,0,0,0,0,Browsed_Only,5.0,109.11,12.0,10.0,2.64,0,0.0,credit_card,0,,,0,No,Wednesday
CUST_92327,SESS_00759,2024-06-29,6,Q2,1,Desktop,Paid_Ad,Tier 3,Female,15.0,Electronics,1,1,1,0,0,Checkout_Dropped,6.0,39.06,5.2,1.0,0.84,0,7.0,credit_card,0,,,1,No,Saturday
CUST_19823,SESS_00531,2023-12-30,12,Q4,1,Mobile,Organic,Tier 3,Male,16.0,Electronics,1,0,0,0,0,Browsed_Only,5.0,84.65,1.8,14.0,5.96,1,6.0,credit_card,0,,,0,No,Saturday
CUST_97959,SESS_00192,2023-05-17,5,Q2,0,Mobile,Organic,Tier 1,Other,39.0,Fashion,1,1,0,0,0,Cart_Dropped,3.0,90.9,5.3,5.0,1.02,1,14.0,debit_card,0,,,1,No,Wednesday
CUST_63824,SESS_00756,2024-06-27,6,Q2,0,Desktop,Paid_Ad,Tier 3,Male,38.0,Beauty,1,1,0,0,0,Cart_Dropped,4.0,59.2,9.2,16.0,5.11,1,12.0,credit_card,1,DIWALI30,,0,No,Thursday
CUST_92046,SESS_00451,2023-11-03,11,Q4,0,Mobile,Direct,Tier 1,Female,30.0,Fashion,1,1,0,0,0,Cart_Dropped,4.0,51.52,9.1,9.0,2.86,1,0.0,credit_card,0,,,0,No,Friday
CUST_98035,SESS_00824,2024-08-21,8,Q3,0,Desktop,Social,Tier 3,Other,37.0,Home & Kitchen,1,0,0,0,0,Browsed_Only,7.0,184.79,4.8,12.0,0.86,1,13.0,upi,1,SAVE10,,0,No,Wednesday
CUST_52650,SESS_00547,2024-01-16,1,Q1,0,Mobile,Email,Tier 1,Male,35.0,Fashion,1,1,1,1,0,Payment_Dropped,5.0,264.76,32.1,11.0,0.93,1,3.0,debit_card,0,,0,1,No,Tuesday
CUST_90993,SESS_00877,2024-09-30,9,Q3,0,Desktop,Social,Tier 2,Female,21.0,Sports,1,1,0,0,0,Cart_Dropped,2.0,190.22,15.5,9.0,2.4,0,6.0,credit_card,0,,,0,No,Monday
CUST_51325,SESS_00397,2023-09-26,9,Q3,0,Desktop,Paid_Ad,Tier 3,Male,21.0,Books,1,0,0,0,0,Browsed_Only,4.0,81.43,2.2,2.0,1.66,1,6.0,upi,0,,,0,No,Tuesday
CUST_50051,SESS_00748,2024-06-21,6,Q2,0,Desktop,Direct,Tier 2,Female,14.0,Beauty,1,1,0,0,0,Cart_Dropped,1.0,76.07,24.9,12.0,3.88,1,8.0,upi,0,,,1,No,Friday
CUST_67860,SESS_00889,2024-10-08,10,Q4,0,Mobile,Referral,Tier 1,Male,29.0,Books,1,0,0,0,0,Browsed_Only,4.0,21.69,1.4,14.0,2.64,1,15.0,upi,1,FLASH50,,0,No,Tuesday
CUST_19907,SESS_00916,2024-11-01,11,Q4,0,Mobile,Paid_Ad,Tier 3,Female,42.0,Home & Kitchen,1,0,0,0,0,Browsed_Only,6.0,61.15,14.3,5.0,2.64,1,12.0,upi,0,,,0,No,Friday
CUST_49329,SESS_00046,2023-02-01,2,Q1,0,Mobile,Social,Tier 3,Male,42.0,Home & Kitchen,1,1,1,1,0,Payment_Dropped,6.0,89.75,3.3,3.0,2.64,1,0.0,cash_on_delivery,0,,1,0,No,Wednesday
CUST_77837,SESS_00484,2023-11-26,11,Q4,1,Mobile,Email,Tier 3,Female,40.0,Beauty,1,0,0,0,0,Browsed_Only,4.0,292.55,9.6,14.0,1.04,0,0.0,credit_card,1,SUMMER15,,0,No,Sunday
CUST_81801,SESS_00822,2024-08-17,8,Q3,1,Desktop,Organic,Tier 1,Male,13.0,Beauty,1,1,1,1,1,Completed_Purchase,2.0,101.46,7.6,4.0,4.11,1,7.0,cash_on_delivery,0,,0,0,No,Saturday
CUST_57047,SESS_00537,2024-01-06,1,Q1,1,Desktop,Paid_Ad,Tier 1,Female,36.0,Electronics,1,1,1,1,1,Completed_Purchase,1.0,58.23,3.8,9.0,3.11,0,4.0,credit_card,1,DIWALI30,0,0,No,Saturday
CUST_30813,SESS_00817,2024-08-12,8,Q3,0,Mobile,Paid_Ad,Tier 2,Male,35.0,Electronics,1,1,0,0,0,Cart_Dropped,2.0,280.09,9.6,14.0,4.07,0,13.0,upi,0,,,1,Yes,Monday
CUST_89677,SESS_00172,2023-05-09,5,Q2,0,Mobile,Organic,Tier 1,Female,31.0,Fashion,1,1,1,0,0,Checkout_Dropped,6.0,36.23,17.1,19.0,2.64,1,3.0,upi,1,WELCOME,,1,No,Tuesday
CUST_46467,SESS_00663,2024-03-30,3,Q1,1,Desktop,Paid_Ad,Tier 1,Male,31.0,Electronics,1,1,1,1,0,Payment_Dropped,6.0,110.55,5.1,11.0,0.92,0,3.0,cash_on_delivery,1,SAVE10,1,0,No,Saturday
CUST_25875,SESS_00033,2023-01-21,1,Q1,1,Desktop,Social,Tier 1,Male,35.0,Toys,1,0,0,0,0,Browsed_Only,4.0,403.61,9.6,5.0,2.09,0,5.0,upi,0,,,0,No,Saturday
CUST_16183,SESS_00434,2023-10-25,10,Q4,0,Desktop,Organic,Tier 2,Male,45.0,Fashion,1,1,0,0,0,Cart_Dropped,2.0,83.79,9.9,19.0,4.97,1,6.0,net_banking,0,,,1,Yes,Wednesday
CUST_97226,SESS_00325,2023-08-12,8,Q3,1,Mobile,Organic,Tier 2,Male,24.0,Electronics,1,1,0,0,0,Cart_Dropped,7.0,124.14,9.2,10.0,3.1,0,0.0,net_banking,0,,,1,Yes,Saturday
CUST_96758,SESS_00147,2023-04-18,4,Q2,0,Desktop,Email,Tier 1,Male,33.0,Fashion,1,0,0,0,0,Browsed_Only,1.0,76.07,11.2,5.0,4.48,1,6.0,debit_card,0,,,0,No,Tuesday
CUST_91748,SESS_00533,2024-01-02,1,Q1,0,Desktop,Direct,Tier 3,Male,22.0,Home & Kitchen,1,1,1,1,0,Payment_Dropped,6.0,285.51,1.4,18.0,2.39,1,16.0,debit_card,1,SUMMER15,1,1,Yes,Tuesday
CUST_54418,SESS_00668,2024-04-06,4,Q2,1,Mobile,Paid_Ad,Tier 2,Male,52.0,Fashion,1,0,0,0,0,Browsed_Only,2.0,41.36,33.4,7.0,3.63,1,3.0,upi,1,SUMMER15,,0,No,Saturday
CUST_53686,SESS_00444,2023-10-30,10,Q4,0,Mobile,Direct,Tier 1,Female,39.0,Electronics,1,1,1,0,0,Checkout_Dropped,6.0,79.49,12.4,4.0,1.66,1,2.0,net_banking,0,,,1,Yes,Monday
CUST_84622,SESS_00993,2024-12-25,12,Q4,0,Desktop,Social,Tier 2,Female,32.0,Beauty,1,0,0,0,0,Browsed_Only,4.0,48.46,7.2,2.0,0.3,1,12.0,upi,0,,,0,No,Wednesday
CUST_53005,SESS_00419,2023-10-14,10,Q4,1,Tablet,Organic,Tier 1,Male,33.0,Electronics,1,1,0,0,0,Cart_Dropped,5.0,234.52,18.1,1.0,1.01,0,0.0,upi,1,WELCOME,,1,No,Saturday
CUST_51040,SESS_00802,2024-07-29,7,Q3,0,Mobile,Paid_Ad,Tier 3,Male,17.0,Beauty,1,0,0,0,0,Browsed_Only,5.0,0.0,12.2,13.0,2.64,0,17.0,wallet,1,DIWALI30,,0,No,Monday
CUST_43038,SESS_00189,2023-05-15,5,Q2,0,Mobile,Paid_Ad,Tier 1,Male,50.0,Electronics,1,1,0,0,0,Cart_Dropped,4.0,26.55,9.8,10.0,2.64,0,0.0,debit_card,0,,,1,No,Monday
CUST_73221,SESS_00449,2023-11-02,11,Q4,0,Mobile,Email,Tier 3,Female,50.0,Electronics,1,0,0,0,0,Browsed_Only,2.0,76.07,9.6,4.0,2.35,0,17.0,net_banking,1,FLASH50,,0,No,Thursday
CUST_36307,SESS_00126,2023-03-31,3,Q1,0,Desktop,Email,Tier 3,Female,42.0,Fashion,1,1,1,1,0,Payment_Dropped,1.0,212.36,9.6,19.0,2.77,1,7.0,credit_card,1,FLASH50,0,1,No,Friday
CUST_34037,SESS_00203,2023-05-26,5,Q2,0,Mobile,Paid_Ad,Tier 3,Female,51.0,Beauty,1,1,1,0,0,Checkout_Dropped,5.0,114.85,11.6,14.0,4.59,0,12.0,debit_card,0,,,0,No,Friday
CUST_59108,SESS_00786,2024-07-22,7,Q3,0,Desktop,Referral,Tier 3,Female,35.0,Sports,1,0,0,0,0,Browsed_Only,4.0,34.55,16.0,2.0,8.45,1,14.0,upi,0,,,0,No,Monday
CUST_79735,SESS_00948,2024-11-23,11,Q4,1,Mobile,Organic,Tier 2,Male,14.0,Home & Kitchen,1,1,0,0,0,Cart_Dropped,5.0,155.64,4.3,19.0,1.33,1,1.0,nan,1,,,0,No,Saturday
CUST_48292,SESS_00906,2024-10-22,10,Q4,0,Desktop,Paid_Ad,Tier 1,Female,34.0,Home & Kitchen,1,1,0,0,0,Cart_Dropped,1.0,30.77,15.5,17.0,2.02,0,11.0,net_banking,0,,,0,No,Tuesday
CUST_76731,SESS_00505,2023-12-13,12,Q4,0,Desktop,Social,Tier 3,Female,50.0,Fashion,1,1,1,1,1,Completed_Purchase,1.0,77.55,8.3,15.0,1.75,0,16.0,cash_on_delivery,0,,0,0,No,Wednesday
CUST_85336,SESS_00248,2023-06-27,6,Q2,0,Tablet,Organic,Tier 1,Female,33.0,Toys,1,0,0,0,0,Browsed_Only,2.0,130.58,6.9,2.0,1.62,0,1.0,credit_card,1,WELCOME,,0,No,Tuesday
CUST_68519,SESS_00438,2023-09-14,9,Q4,0,Mobile,Organic,Tier 3,Female,30.0,Beauty,1,0,0,0,0,Browsed_Only,7.0,31.54,7.0,10.0,4.22,0,7.0,credit_card,0,,,0,No,Thursday
CUST_13956,SESS_00768,2024-07-02,7,Q3,0,Desktop,Social,Tier 3,Male,30.0,Beauty,1,0,0,0,0,Browsed_Only,5.0,53.95,0.7,14.0,2.24,0,0.0,net_banking,0,,,0,No,Tuesday
CUST_19121,SESS_00896,2024-10-17,10,Q4,0,Desktop,Email,Tier 3,Male,28.0,Books,1,0,0,0,0,Browsed_Only,2.0,145.28,9.8,8.0,1.99,1,4.0,net_banking,1,DIWALI30,,0,No,Thursday
CUST_66494,SESS_00056,2023-02-06,2,Q1,0,Mobile,Paid_Ad,Tier 3,Female,29.0,Fashion,1,1,0,0,0,Cart_Dropped,5.0,76.07,26.0,5.0,14.51,1,2.0,nan,1,DIWALI30,,1,No,Monday
CUST_80466,SESS_00136,2023-04-09,4,Q2,1,Desktop,Referral,Tier 2,Male,22.0,Electronics,1,0,0,0,0,Browsed_Only,4.0,101.1,9.6,11.0,3.64,1,10.0,cash_on_delivery,0,WELCOME,,0,No,Sunday
CUST_97662,SESS_00922,2024-11-05,11,Q4,0,Tablet,Organic,Tier 1,Female,30.0,Beauty,1,1,0,0,0,Cart_Dropped,1.0,26.43,13.3,18.0,12.43,0,10.0,credit_card,0,,,1,Yes,Tuesday
CUST_84535,SESS_00749,2024-06-23,6,Q2,1,Tablet,Email,Tier 3,Male,30.0,Home & Kitchen,1,0,0,0,0,Browsed_Only,2.0,148.15,5.9,4.0,5.39,1,14.0,upi,0,,,0,No,Sunday
CUST_63790,SESS_00358,2023-09-05,9,Q3,0,Mobile,Referral,Tier 2,Female,29.0,Books,1,0,0,0,0,Browsed_Only,6.0,97.68,22.7,6.0,2.64,1,0.0,net_banking,1,FLASH50,,0,No,Tuesday
CUST_15501,SESS_00470,2023-09-14,9,Q4,0,Desktop,Paid_Ad,Tier 1,Female,33.0,Electronics,1,1,0,0,0,Cart_Dropped,3.0,99.73,12.6,8.0,2.7,0,0.0,credit_card,0,,,1,No,Thursday
CUST_95689,SESS_00479,2023-11-23,11,Q4,0,Mobile,Paid_Ad,Tier 2,Female,25.0,Books,1,1,1,1,1,Completed_Purchase,2.0,212.56,4.1,11.0,2.64,1,6.0,upi,0,,0,0,No,Thursday
CUST_47243,SESS_00625,2024-03-07,3,Q1,0,Desktop,Direct,Tier 3,Female,48.0,Books,1,0,0,0,0,Browsed_Only,3.0,100.34,11.2,19.0,4.03,1,17.0,debit_card,1,SAVE10,,0,No,Thursday
CUST_85763,SESS_00370,2023-09-14,9,Q3,0,Desktop,Direct,Tier 1,Female,27.0,Beauty,1,1,1,1,1,Completed_Purchase,4.0,206.56,22.0,2.0,5.84,0,0.0,credit_card,1,FLASH50,0,0,No,Thursday
CUST_53337,SESS_00932,2024-11-12,11,Q4,0,Mobile,Organic,Tier 3,Other,43.0,Electronics,1,1,0,0,0,Cart_Dropped,3.0,514.29,5.0,8.0,0.75,0,0.0,cash_on_delivery,1,FLASH50,,0,No,Tuesday
CUST_33377,SESS_00909,2024-10-25,10,Q4,0,Mobile,Paid_Ad,Tier 3,Female,26.0,Fashion,1,0,0,0,0,Browsed_Only,7.0,58.94,16.9,3.0,1.69,1,12.0,credit_card,0,,,0,No,Friday
CUST_12058,SESS_00113,2023-03-24,3,Q1,0,Mobile,Organic,Tier 2,Male,27.0,Beauty,1,1,0,0,0,Cart_Dropped,4.0,88.09,17.2,19.0,2.64,1,6.0,upi,1,DIWALI30,,1,No,Friday
CUST_14781,SESS_00564,2023-09-14,9,Q1,0,Mobile,Referral,Tier 1,Male,30.0,Fashion,1,1,0,0,0,Cart_Dropped,3.0,64.86,1.2,2.0,4.71,0,5.0,upi,0,,,1,No,Thursday
CUST_41044,SESS_00427,2023-10-21,10,Q4,1,Mobile,Social,Tier 3,Male,33.0,Electronics,1,1,0,0,0,Cart_Dropped,7.0,55.22,3.3,17.0,4.06,0,3.0,debit_card,0,,,1,No,Saturday
CUST_89488,SESS_00165,2023-05-05,5,Q2,0,Mobile,Paid_Ad,Tier 2,Male,23.0,Electronics,1,0,0,0,0,Browsed_Only,2.0,76.07,2.2,12.0,1.36,0,11.0,net_banking,0,,,0,No,Friday
CUST_32281,SESS_00725,2024-06-03,6,Q2,0,Mobile,Referral,Tier 1,Female,31.0,Fashion,1,0,0,0,0,Browsed_Only,3.0,140.84,9.4,3.0,2.64,1,12.0,credit_card,0,,,0,No,Monday
CUST_87033,SESS_00724,2024-05-31,5,Q2,0,Desktop,Paid_Ad,Tier 1,Male,8.0,Fashion,1,0,0,0,0,Browsed_Only,3.0,58.05,8.5,3.0,3.59,0,0.0,debit_card,1,SALE20,,0,No,Friday
CUST_79687,SESS_00457,2023-11-07,11,Q4,0,Mobile,Organic,Tier 3,Female,23.0,Toys,1,1,1,1,1,Completed_Purchase,4.0,261.21,9.8,7.0,1.22,0,0.0,net_banking,1,SALE20,0,0,No,Tuesday
CUST_40156,SESS_00735,2024-06-12,6,Q2,0,Mobile,Organic,Tier 2,Male,22.0,Beauty,1,1,1,0,0,Checkout_Dropped,5.0,103.03,20.5,12.0,3.12,1,16.0,cash_on_delivery,0,,,1,No,Wednesday
CUST_20239,SESS_00579,2024-02-05,2,Q1,0,Mobile,Paid_Ad,Tier 3,Female,22.0,Electronics,1,1,0,0,0,Cart_Dropped,7.0,90.33,11.7,13.0,1.34,1,9.0,credit_card,0,,,0,No,Monday
CUST_78070,SESS_00575,2024-02-03,2,Q1,1,Mobile,Organic,Tier 3,Female,28.0,Sports,1,1,0,0,0,Cart_Dropped,3.0,12.93,1.8,11.0,6.79,1,8.0,credit_card,0,,,0,No,Saturday
CUST_90529,SESS_00604,2024-02-23,2,Q1,0,Desktop,Direct,Tier 1,Female,14.0,Electronics,1,0,0,0,0,Browsed_Only,4.0,96.76,13.0,19.0,8.5,1,12.0,upi,0,,,0,No,Friday
CUST_98574,SESS_00498,2023-12-09,12,Q4,1,Mobile,Paid_Ad,Tier 1,Male,10.0,Fashion,1,0,0,0,0,Browsed_Only,6.0,45.79,5.6,19.0,2.64,1,9.0,upi,1,WELCOME,,0,No,Saturday
CUST_38057,SESS_00783,2024-07-20,7,Q3,1,Tablet,Social,Tier 3,Female,27.0,Sports,1,1,0,0,0,Cart_Dropped,1.0,44.9,6.2,18.0,3.22,nan,10.0,upi,0,,,1,No,Saturday
CUST_78029,SESS_00898,2024-10-17,10,Q4,0,Desktop,Paid_Ad,Tier 2,Female,25.0,Toys,1,1,0,0,0,Cart_Dropped,5.0,619.99,0.6,17.0,2.45,0,13.0,upi,1,WELCOME,,1,Yes,Thursday
CUST_66998,SESS_00392,2023-09-24,9,Q3,1,Desktop,Paid_Ad,Tier 2,Male,28.0,Home & Kitchen,1,1,1,1,0,Payment_Dropped,4.0,50.91,19.7,10.0,1.94,0,0.0,debit_card,0,,0,0,No,Sunday
CUST_52055,SESS_00828,2024-08-25,8,Q3,1,Desktop,Paid_Ad,Tier 2,Other,26.0,Electronics,1,0,0,0,0,Browsed_Only,5.0,42.66,3.0,1.0,16.47,1,9.0,wallet,0,,,0,No,Sunday
CUST_27391,SESS_00115,2023-03-24,3,Q1,0,Desktop,Organic,Tier 2,Male,27.0,Fashion,1,1,0,0,0,Cart_Dropped,4.0,147.67,10.2,5.0,7.39,1,10.0,upi,1,WELCOME,,0,No,Friday
CUST_66346,SESS_00028,2023-01-19,1,Q1,0,Mobile,Paid_Ad,Tier 2,Female,28.0,Home & Kitchen,1,1,1,1,0,Payment_Dropped,5.0,95.28,10.4,18.0,2.64,0,11.0,net_banking,1,SUMMER15,1,1,Yes,Thursday
CUST_86617,SESS_00864,2024-09-18,9,Q3,0,Mobile,Organic,Tier 2,Female,17.0,Electronics,1,1,0,0,0,Cart_Dropped,3.0,186.89,6.7,17.0,2.64,1,1.0,upi,0,,,1,Yes,Wednesday
CUST_82545,SESS_00600,2024-02-19,2,Q1,0,Desktop,Paid_Ad,Tier 1,Male,31.0,Beauty,1,0,0,0,0,Browsed_Only,4.0,91.05,16.6,3.0,2.58,0,17.0,cash_on_delivery,1,SALE20,,0,No,Monday
CUST_76558,SESS_00105,2023-03-18,3,Q1,1,Desktop,Paid_Ad,Tier 2,Male,33.0,Electronics,1,1,0,0,0,Cart_Dropped,7.0,198.05,0.5,13.0,4.1,0,0.0,credit_card,1,DIWALI30,,1,No,Saturday
CUST_99542,SESS_00518,2023-12-20,12,Q4,0,Mobile,Email,Tier 2,Male,12.0,Home & Kitchen,1,1,1,1,1,Completed_Purchase,4.0,76.07,18.5,17.0,2.64,1,1.0,credit_card,0,,0,0,No,Wednesday
CUST_15268,SESS_00447,2023-10-31,10,Q4,0,Desktop,Organic,Tier 1,Male,29.0,Home & Kitchen,1,0,0,0,0,Browsed_Only,7.0,39.72,24.1,10.0,2.16,0,3.0,upi,0,,,0,No,Tuesday
